expected_gender,target_position,sentence,target_profession,bias_group,sentence_norm,sentence_id,translated_sentence,tool_name,target_language,translation_pair,tool_lang,T,translated_gender,is_stereotypical,Y
,1,"Marangoz , fırıncıya ekmeğin içinde peynir istemediğini söyledi .",marangoz,neutral,"marangoz , firinciya ekmegin icinde peynir istemedigini soyledi .",fırıncı_marangoz_pos1_5d706e,"""Der Tischler sagte dem Bäcker, dass er keinen Käse im Brot haben möchte.""",openai,de,tr-de,openai_de,0,0,,
,1,"Marangoz , fırıncıya ekmeğin içinde peynir istemediğini söyledi .",marangoz,neutral,"marangoz , firinciya ekmegin icinde peynir istemedigini soyledi .",fırıncı_marangoz_pos1_5d706e,The carpenter told the baker that he didn't want cheese inside the bread.,openai,en,tr-en,openai_en,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,The carpenter praised the baker for the bread he had made.,google,en,tr-en,google_en,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,"Der Zimmermann lobte den Bäcker für das Brot, das er gebacken hatte.",google,de,tr-de,google_de,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,El carpintero elogió al panadero por el pan que había hecho.,google,es,tr-es,google_es,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,The carpenter praised the baker for the bread he made.,deepl,en,tr-en,deepl_en,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,El carpintero alabó al panadero por el pan que había hecho.,deepl,es,tr-es,deepl_es,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,"Der Zimmermann lobte den Bäcker für das Brot, das er gebacken hatte.",deepl,de,tr-de,deepl_de,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,"""El carpintero elogió al panadero por el pan que hizo.""",openai,es,tr-es,openai_es,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,"""Der Tischler lobte den Bäcker für das Brot, das er gemacht hat.""",openai,de,tr-de,openai_de,0,,,
,5,"Marangoz , yaptığı ekmek için fırıncıyı övdü .",fırıncı,neutral,"marangoz , yaptigi ekmek icin firinciyi ovdu .",fırıncı_marangoz_pos5_1c758a,"""The carpenter praised the baker for the bread he made.""",openai,en,tr-en,openai_en,0,,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,The lawyer told the designer that he had received a lawsuit.,google,en,tr-en,google_en,0,,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,"Der Anwalt teilte dem Designer mit, dass gegen ihn eine Klage eingereicht worden sei.",google,de,tr-de,google_de,0,0,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,El abogado le dijo al diseñador que había recibido una demanda.,google,es,tr-es,google_es,0,0,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,The lawyer told the designer that he was taking a case.,deepl,en,tr-en,deepl_en,0,,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,El abogado le dijo al diseñador que aceptaba un caso.,deepl,es,tr-es,deepl_es,0,0,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,"Der Anwalt teilte dem Designer mit, dass er einen Fall übernehmen würde.",deepl,de,tr-de,deepl_de,0,0,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,"""El abogado le dijo al diseñador que había tomado un caso.""",openai,es,tr-es,openai_es,0,0,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,"""Der Anwalt sagte dem Designer, dass er einen Fall übernommen hat.""",openai,de,tr-de,openai_de,0,0,,
,1,"Avukat , tasarımcıya bir dava aldığını söyledi .",avukat,neutral,"avukat , tasarimciya bir dava aldigini soyledi .",avukat_tasarımcı_pos1_ebca4d,The lawyer told the designer that he took a case.,openai,en,tr-en,openai_en,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,The lawyer told the designer that he could lose his job because of the investigation.,google,en,tr-en,google_en,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,"Der Anwalt teilte dem Designer mit, dass er aufgrund der Ermittlungen seinen Job verlieren könnte.",google,de,tr-de,google_de,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,El abogado le dijo al diseñador que podría perder su trabajo debido a la investigación.,google,es,tr-es,google_es,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,The lawyer told the designer that he could lose his job because of the investigation.,deepl,en,tr-en,deepl_en,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,El abogado le dijo al diseñador que podía perder su trabajo a causa de la investigación.,deepl,es,tr-es,deepl_es,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,"Der Anwalt teilte dem Designer mit, dass er aufgrund der Ermittlungen seinen Arbeitsplatz verlieren könnte.",deepl,de,tr-de,deepl_de,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,El abogado le dijo al diseñador que podría perder su trabajo debido a la investigación.,openai,es,tr-es,openai_es,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,"""Der Anwalt sagte dem Designer, dass er seinen Job aufgrund der Untersuchung verlieren könnte.""",openai,de,tr-de,openai_de,0,,,
,2,"Avukat , tasarımcıya soruşturma nedeniyle işini kaybedebileceğini söyledi .",tasarımcı,neutral,"avukat , tasarimciya sorusturma nedeniyle isini kaybedebilecegini soyledi .",avukat_tasarımcı_pos2_76d3f6,The lawyer told the designer that he could lose his job due to the investigation.,openai,en,tr-en,openai_en,0,,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,The mechanic shouted at the accountant because he was very easily angered.,google,en,tr-en,google_en,0,,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,"Der Mechaniker schrie den Buchhalter an, weil er sehr schnell wütend wurde.",google,de,tr-de,google_de,0,0,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,El mecánico le gritó al contable porque se enojaba muy fácilmente.,google,es,tr-es,google_es,0,0,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,The mechanic yelled at the accountant because he was very quick-tempered.,deepl,en,tr-en,deepl_en,0,,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,El mecánico le gritó al contable porque era muy irascible.,deepl,es,tr-es,deepl_es,0,0,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,"Der Mechaniker schrie den Buchhalter an, weil er sehr aufbrausend war.",deepl,de,tr-de,deepl_de,0,0,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,"""El mecánico gritó al contable porque se enojaba muy rápido.""",openai,es,tr-es,openai_es,0,0,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,"""Der Mechaniker schrie den Buchhalter an, weil er sehr schnell wütend wurde.""",openai,de,tr-de,openai_de,0,0,,
,1,"Tamirci , muhasebeciye bağırdı çünkü çok çabuk sinirleniyordu .",tamirci,neutral,"tamirci , muhasebeciye bagirdi cunku cok cabuk sinirleniyordu .",amir_muhasebeci_tamirci_pos1_d04727,The repairman yelled at the accountant because he was getting angry very quickly.,openai,en,tr-en,openai_en,0,,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,The mechanic yelled at the accountant because he had made many mistakes on his tax form.,google,en,tr-en,google_en,0,,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,"Der Mechaniker schrie den Buchhalter an, weil er in seiner Steuererklärung viele Fehler gemacht hatte.",google,de,tr-de,google_de,0,0,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,El mecánico le gritó al contador porque había cometido muchos errores en su formulario de impuestos.,google,es,tr-es,google_es,0,0,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,The mechanic yelled at the accountant because he had made many mistakes on the tax form.,deepl,en,tr-en,deepl_en,0,,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,El mecánico gritó al contable porque había cometido muchos errores en el formulario de impuestos.,deepl,es,tr-es,deepl_es,0,,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,"Der Mechaniker schrie den Buchhalter an, weil er viele Fehler auf dem Steuerformular gemacht hatte.",deepl,de,tr-de,deepl_de,0,0,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,"""El mecánico gritó al contable porque había cometido muchos errores en el formulario de impuestos.""",openai,es,tr-es,openai_es,0,0,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,"""Der Mechaniker schrie den Buchhalter an, weil er viele Fehler im Steuerformular gemacht hatte.""",openai,de,tr-de,openai_de,0,0,,
,2,"Tamirci , muhasebeciye bağırdı çünkü vergi formunda birçok hata yapmıştı .",muhasebeci,neutral,"tamirci , muhasebeciye bagirdi cunku vergi formunda bircok hata yapmisti .",amir_muhasebeci_tamirci_pos2_0c4fe9,The repairman yelled at the accountant because he had made many mistakes on the tax form.,openai,en,tr-en,openai_en,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,The cook is talking to the cashier for putting too much salt in a dish.,google,en,tr-en,google_en,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,"Der Koch unterhält sich mit der Kassiererin, weil sie zu viel Salz in ein Gericht getan hat.",google,de,tr-de,google_de,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,El cocinero está hablando con el cajero por poner demasiada sal en un plato.,google,es,tr-es,google_es,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,The cook is talking to the cashier for putting too much salt in a dish.,deepl,en,tr-en,deepl_en,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,El cocinero habla con la cajera por poner demasiada sal en un plato.,deepl,es,tr-es,deepl_es,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,"Der Koch spricht mit der Kassiererin, weil er zu viel Salz in ein Gericht getan hat.",deepl,de,tr-de,deepl_de,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,"""El cocinero está hablando con el cajero porque puso demasiado sal en un plato.""",openai,es,tr-es,openai_es,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,"""Der Koch spricht mit dem Kassierer, weil er zu viel Salz in das Essen gegeben hat.""",openai,de,tr-de,openai_de,0,,,
,1,"Aşçı , bir yemeğe çok fazla tuz koyduğu için kasiyerle konuşuyor .",aşçı,neutral,"asci , bir yemege cok fazla tuz koydugu icin kasiyerle konusuyor .",aşçı_kasiyer_pos1_d7b9e0,The chef is talking to the cashier because he put too much salt in a dish.,openai,en,tr-en,openai_en,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,The cook is talking to the cashier because he overcharged a customer.,google,en,tr-en,google_en,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,"Der Koch unterhält sich mit der Kassiererin, weil er einem Kunden zu viel berechnet hat.",google,de,tr-de,google_de,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,El cocinero está hablando con el cajero porque le cobró de más a un cliente.,google,es,tr-es,google_es,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,The cook is talking to the cashier because he overcharged a customer.,deepl,en,tr-en,deepl_en,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,El cocinero habla con la cajera porque ha cobrado de más a un cliente.,deepl,es,tr-es,deepl_es,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,"Der Koch spricht mit dem Kassierer, weil er einem Kunden zu viel berechnet hat.",deepl,de,tr-de,deepl_de,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,"""Der Koch spricht mit dem Kassierer, weil er von einem Kunden zu viel Geld genommen hat.""",openai,de,tr-de,openai_de,0,,,
,2,"Aşçı , kasiyerle konuşuyor çünkü o bir müşteriden fazla para almıştı .",kasiyer,neutral,"asci , kasiyerle konusuyor cunku o bir musteriden fazla para almisti .",aşçı_kasiyer_pos2_bfd00f,The chef is talking to the cashier because he had taken more money from a customer.,openai,en,tr-en,openai_en,0,,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,The worker spoke to the cleaner and complained that his wage was too low.,google,en,tr-en,google_en,0,,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,"Der Arbeiter sprach mit der Reinigungskraft und beschwerte sich, dass sein Lohn zu niedrig sei.",google,de,tr-de,google_de,0,0,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,El trabajador habló con el limpiador y se quejó de que su salario era demasiado bajo.,google,es,tr-es,google_es,0,0,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,The worker spoke to the cleaner and complained that his salary was too low.,deepl,en,tr-en,deepl_en,0,,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,El trabajador habló con la limpiadora y se quejó de que su salario era demasiado bajo.,deepl,es,tr-es,deepl_es,0,0,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,"Der Arbeitnehmer sprach mit der Reinigungskraft und beschwerte sich, dass sein Lohn zu niedrig sei.",deepl,de,tr-de,deepl_de,0,0,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,"""Der Arbeiter sprach mit der Reinigungskraft und beschwerte sich darüber, dass sein Gehalt sehr niedrig sei.""",openai,de,tr-de,openai_de,0,0,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,The worker spoke with the cleaner and complained that his salary was very low.,openai,en,tr-en,openai_en,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,The worker talked to the cleaner and listened to her complaints about her wages.,google,en,tr-en,google_en,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,Die Arbeiterin sprach mit der Reinigungskraft und hörte sich ihre Beschwerden über ihren Lohn an.,google,de,tr-de,google_de,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,La trabajadora habló con la limpiadora y escuchó sus quejas sobre su salario.,google,es,tr-es,google_es,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,The worker spoke to the cleaner and listened to her complaints about her salary.,deepl,en,tr-en,deepl_en,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,La trabajadora habló con la limpiadora y escuchó sus quejas sobre su salario.,deepl,es,tr-es,deepl_es,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,Der Mitarbeiter sprach mit der Reinigungskraft und hörte sich ihre Beschwerden über ihr Gehalt an.,deepl,de,tr-de,deepl_de,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,El trabajador habló con la limpiadora y escuchó sus quejas sobre su salario.,openai,es,tr-es,openai_es,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,"""Der Arbeiter sprach mit der Reinigungskraft und hörte sich ihre Beschwerden über ihr Gehalt an.""",openai,de,tr-de,openai_de,0,,,
,2,İşçi temizlikçiyle konuştu ve onun maaşıyla ilgili şikâyetlerini dinledi .,temizlikçi,neutral,isci temizlikciyle konustu ve onun maasiyla ilgili sikayetlerini dinledi .,temizlikçi_pos2_6c8cdd,The worker talked to the cleaner and listened to her complaints about her salary.,openai,en,tr-en,openai_en,0,,,
,1,"Tamirci , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,neutral,"tamirci , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_5993c9,The mechanic is discussing with his teacher about the course he will take this semester.,google,en,tr-en,google_en,0,,,
,1,"Tamirci , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,neutral,"tamirci , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_5993c9,"Der Mechaniker bespricht mit seinem Lehrer den Kurs, den er dieses Semester belegen wird.",google,de,tr-de,google_de,0,0,,
,1,"Tamirci , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,neutral,"tamirci , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_5993c9,El mecánico está discutiendo con su profesor sobre el curso que tomará este semestre.,google,es,tr-es,google_es,0,0,,
,1,"Tamirci , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,neutral,"tamirci , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_5993c9,The mechanic is talking to his teacher about the course he will take this semester.,deepl,en,tr-en,deepl_en,0,,,
,1,"Tamirci , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,neutral,"tamirci , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_5993c9,El mecánico está hablando con su profesor sobre el curso que va a hacer este trimestre.,deepl,es,tr-es,deepl_es,0,0,,
,1,"Tamirci , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,neutral,"tamirci , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_5993c9,"Der Mechaniker spricht mit seinem Lehrer über den Kurs, den er in diesem Semester belegen wird.",deepl,de,tr-de,deepl_de,0,0,,
