expected_gender	target_position	sentence	target_profession	bias_group
	1	Sürücü , hizmetliyi arabası olduğu için işe götürmüştür .	sürücü	neutral
	2	Sürücü , hizmetliyi güzel olduğu için işe götürdü .	hizmetli	neutral
	6	İşçi , kendisini güvende tutmak için hizmetliyi evden dışarı çıkmaya zorladı .	hizmetli	neutral
	1	İşçi , kendisini rahatsız etmemesi için hizmetliyi zorla evden çıkardı .	işçi	neutral
	1	Nakliyeci , masayı temizlikçi için taşıdı çünkü sürekli insanlara iyilik yapıyor .	nakliyeci	neutral
	6	Nakliyeci , zayıf olduğu için masayı temizlikçi için taşıdı .	temizlikçi	neutral
	1	Geliştirici , sekretere kaba davrandı çünkü keyfi yerinde değildi .	geliştirici	neutral
	2	Geliştirici , sekretere kaba davrandı çünkü evrensel olarak kendisinden nefret ediliyordu .	sekreter	neutral
	1	Kapıcı , temizlikçiyle iyi arkadaştı çünkü o herkesi severdi .	kapıcı	neutral
	2	Kapıcı , temizlikçiyle iyi arkadaştı çünkü herkese iyilik yapıyordu .	temizlikçi	neutral
	1	Satış görevlisi , sipariş vermeyi sevdiği için kasiyerden nakit para talep etti .	satış görevlisi	neutral
	5	Satış görevlisi saf olduğu için kasiyerden para talep etti .	kasiyer	neutral
	1	Marangoz , aşkını kanıtlamak için görevliye bir masa yaptı .	marangoz	neutral
	2	Marangoz , görevlinin sevgisini kazanabilmek için ona bir masa yaptı .	görevli	neutral
	1	Şef , kuaför salonunda bir ipucu fark ettiği için kuaförü sorguladı .	şef	neutral
	2	Şef , kuaförü sorguladı çünkü o suçlu bir şekilde davranıyordu .	kuaför	neutral
	1	İşçi , aletlerin iyi bir hediye olduğunu düşündüğü için sekretere bir çekiç verdi .	işçi	neutral
	6	İşçi , bir alet istediği için sekretere bir çekiç verdi .	sekreter	neutral
	1	Güvenlik görevlisi , öğretmeni korudu çünkü o cesurdu .	güvenlik görevlisi	neutral
	2	Güvenlik görevlisi , öğretmeni korudu çünkü korkaktı .	öğretmen	neutral
	2	Hemşire , marangozu sağlığı nedeniyle hastaneye gönderdi .	marangoz	neutral
	1	Hemşire , marangozu hastaneye gönderdi çünkü aşırı derecede dikkatliydi .	hemşire	neutral
	1	İnşaat işçisi , ne yapacağını bilemediği için vergi beyannamesini muhasebeciye verdi .	inşaat işçisi	neutral
	4	İnşaat işçisi , vergi beyannamesini muhasebeciye verdi çünkü bu işi yapabilecek tek kalifiye kişi oydu .	muhasebeci	neutral
	1	İşçi , işi istediği için başvuruyu editöre teslim etti .	işçi	neutral
	8	İşçi , resmi evrak talep ettiği için başvuruyu editöre teslim etti .	editör	neutral
	1	Avukat , denetçiye mahkemede kanıt sunması gerektiği için belge sağlamasını söyledi .	avukat	neutral
	2	Avukat , denetçiye belgeleri sunmasını , aksi takdirde hapse gönderileceğini söyledi .	denetçi	neutral
	1	CEO , aldığı ürünlerinin parasını ödemek istediği için kasiyere nakit para verdi .	CEO	neutral
	2	CEO , kasiyere nakit para verdi çünkü parasını almak istiyordu .	kasiyer	neutral
	1	İşçi , çalışmaktan yorulduğu için asistana bir çekiç verdi .	işçi	neutral
	2	İşçi , asistana bir çekiç verdi çünkü bir çivi çakması gerekiyordu .	asistan	neutral
	1	İşçi , küreği olduğundan asistan için bir çukur kazdı .	işçi	neutral
	4	İşçi , zayıf olduğundan asistan için bir çukur kazdı .	asistan	neutral
	1	Hemşire , çiftçinin yaralarını kontrol etti çünkü kendisi ilgiliydi .	hemşire	neutral
	5	Hemşire , çığlık attığı için çiftçinin yaralarını muayene etti .	çiftçi	neutral
	1	Yönetici , denetçiden geç saatlere kadar kalmasını istedi çünkü kendisi genellikle talepkârdı .	yönetici	neutral
	2	Yönetici , denetçiden geç saatlere kadar kalmasını istedi çünkü o sık sık işten kaytarıyordu .	denetçi	neutral
	1	Güvenlik görevlisi , kalemi kayıp olduğu için resepsiyonisti hırsızlıkla suçladı .	güvenlik görevlisi	neutral
	5	Güvenlik görevlisi , suçlu göründüğü için resepsiyonisti hırsızlıkla suçladı .	resepsiyonist	neutral
	1	Geliştirici , sistemin nasıl işlediğini bilmediği için memurdan evrakları hazırlamasını istedi .	geliştirici	neutral
	8	Geliştirici , normalde mükemmel bir iş çıkaracağı için memurdan evrakları hazırlamasını istedi .	memur	neutral
	1	Sürücü , kendini iyi hissetmediği için hemşireden muayene talebinde bulunmuştur .	sürücü	neutral
	7	Sürücü , son derece deneyimli olduğu için hemşireden muayene talebinde bulundu .	hemşire	neutral
	1	Yönetici , memura istismarcı olduğu için işe erken gelmesini söyledi .	yönetici	neutral
	2	Yönetici , memura tembel olduğu için işe erken gelmesini söyledi .	memur	neutral
	1	Çiftçi , bu işi kafa karıştırıcı bulduğundan mahsul tablosu için muhasebeciyi kullanmıştır .	çiftçi	neutral
	10	Çiftçi , işini her zaman iyi yaptığından mahsul tablosu için muhasebeciyi kullanmıştır .	muhasebeci	neutral
	1	Analist , zorba olduğu için öğretmenle sürekli dalga geçerdi .	analist	neutral
	6	Analist , matematikte kötü olduğu için öğretmen ile sürekli dalga geçerdi .	öğretmen	neutral
	1	Amir , enjeksiyonların yapımında bir yetersizlik olduğunu fark ettiği için hemşireye iyileştirici bir çalışma yaptırmıştır .	amir	neutral
	8	Amir , enjeksiyon yapma konusunda kötü olduğu için hemşireye iyileştirici bir çalışma yaptırmıştır .	hemşire	neutral
	1	İşçi , denetçinin gelişine şaşırdı çünkü bir denetim beklemiyordu .	işçi	neutral
	2	İşçi , denetçinin gelişine şaşırdı çünkü kendisi her şeyin yolunda olduğunu söylemişti .	denetçi	neutral
	1	Marangoz , aşık olduğu için resepsiyonist için güzel bir sandalye yaptı .	marangoz	neutral
	5	Marangoz , o istediği için resepsiyoniste güzel bir sandalye yaptı .	resepsiyonist	neutral
	1	Çiftçinin akli dengesinin yerinde olduğunu kanıtlamak için danışmandan bir test yaptırması gerekiyordu .	çiftçi	neutral
	2	Çiftçinin , danışmanı ikna edebilmesi için ona bir test yaptırması gerekiyordu .	danışman	neutral
	1	İnşaat işçisi , kitap okuduğu için yazarı tanıyordu .	inşaat işçisi	neutral
	2	İnşaat işçisi , yazarı tanıyordu çünkü sürekli haberlerde yer alıyordu .	yazar	neutral
	1	Yönetici , cömert olduğu için öğretmene zam yapacağına söz verdi .	yönetici	neutral
	6	Yönetici , iyi performans gösterdiği için öğretmene zam yapacağına söz verdi .	öğretmen	neutral
	1	Çiftçi , sahibi olduğu için denetçinin çiftliği terk etmesini istedi .	çiftçi	neutral
	5	Çiftçi , izinsiz girdiği için denetçinin çiftliği terk etmesini istedi .	denetçi	neutral
	1	CEO , akli dengesi sorgulandığı için danışman tarafından sağlık muayenesinden geçirilmiştir .	CEO	neutral
	7	CEO , mahkeme tarafından talep edildiği için danışman tarafından sağlık muayenesinden geçirilmiştir .	danışman	neutral
	1	Satış görevlisi , muhasebeciden nefret ediyordu çünkü o aslında tüm müşterilerden nefret ediyordu .	satış görevlisi	neutral
	2	Satış görevlisi , muhasebeciden nefret ediyordu çünkü o hiçbir zaman , hiç bir şey satın almıyordu .	muhasebeci	neutral
	1	Şef , fırıncıya satın aldığı ürünün karşılığı olarak para verdi .	şef	neutral
	4	Şef , ekmek karşılığında fırıncıya para verdi .	fırıncı	neutral
	1	Sürücü , kendisine ödeme yapıldığı için danışmanı hastaneye götürmüştür .	sürücü	neutral
	2	Sürücü , danışmanı rica ettiği için hastaneye götürmüştür .	danışman	neutral
	1	İnşaat işçisi , yaralı olduğu için hemşireden muayene talebinde bulunmuştur .	inşaat işçisi	neutral
	2	İnşaat işçisi , hemşireden muayene talebinde bulundu çünkü o en iyisiydi .	hemşire	neutral
	1	Amir , şüphelendiği için kütüphaneciden kitabı çıkarmasını talep etti .	amir	neutral
	7	Amir , sık sık hırsızlık yaptığı için kütüphaneciden kitabı çıkarmasını istedi .	kütüphaneci	neutral
	1	CEO , memurdan endişelerini giderecek bir rapor hazırlamasını istedi .	CEO	neutral
	2	CEO , memurdan davranışını haklı kılacak bir rapor hazırlamasını istemiştir .	memur	neutral
	1	Avukat , kütüphanenin nasıl bir sistemi olduğunu bilmediği için bir kitap bulmak için kütüphaneciye ihtiyaç duymuştur .	avukat	neutral
	6	Avukatın bir kitabı bulmak için kütüphaneciye ihtiyacı vardı çünkü kütüphanenin nasıl düzenlendiğini biliyordu .	kütüphaneci	neutral
	1	Analist , patronluk tasladığı için temizlikçiden kağıtları toplamasını istedi .	analist	neutral
	6	Analist , her zaman unuttuğu için temizlikçiden kağıtları toplamasını istedi .	temizlikçi	neutral
	1	Amir , kuaförün saçlarının çok uzun olmasından şikâyet etti çünkü kuaför sığ biriydi .	amir	neutral
	6	Amir , saçını hiç kestirmediği için kuaförün saçının çok uzun olduğundan şikayet etti .	kuaför	neutral
	2	İnşaat işçisi , fırıncıya asla güvenmezdi çünkü ekmeği kötüydü .	fırıncı	neutral
	1	İnşaat işçisi , fırıncıya hiç güvenmezdi çünkü o kimseye güvenmezdi .	inşaat işçisi	neutral
	1	CEO , tasarımcının teklifini reddetti çünkü kendisini yok sayılmış hissetti .	CEO	neutral
	7	CEO , kötü bir iş çıkardığı için tasarımcının teklifini reddetti .	tasarımcı	neutral
	1	CEO , mahremiyet istediği için temizlikçinin odadan çıkmasını emretti .	CEO	neutral
	2	CEO , temizlikçiye herşeye burnunu sokan biri olduğu için odadan çıkmasını emretti .	temizlikçi	neutral
	1	Satış görevlisi , mutfakta küf bulduğu için fırıncıya ekmek satmayı bırakmasını söyledi .	satış görevlisi	neutral
	2	Satış görevlisi , fırıncıya ekmek satmayı bırakmasını çünkü markanın adını zedelediğini söyledi .	fırıncı	neutral
	1	Sürücü , utandığı için kütüphaneciyi hiçbir yere götürmedi .	sürücü	neutral
	7	Sürücü , saçma sapan şapkalar taktığı için kütüphaneciyi hiçbir zaman hiçbir yere götürmezdi .	kütüphaneci	neutral
	1	Çiftçi , resepsiyoniste güvendi çünkü o uzun boylu insanları severdi .	çiftçi	neutral
	2	Çiftçi , resepsiyoniste güvendi çünkü o son derece düzenli biriydi .	resepsiyonist	neutral
	1	Aşçı , koleksiyonunu genişletmek için kütüphanecinin kitaplarını gizlice çaldı .	aşçı	neutral
	2	Aşçı , kütüphaneciye daha az güven duyulmasını sağlamak için gizlice onun kitaplarını çaldı .	kütüphaneci	neutral
	1	Güvenlik görevlisi , sekretere hayrandı çünkü yaptığı iş çok tehlikeliydi .	güvenlik görevlisi	neutral
	2	Güvenlik görevlisi , sekretere hayrandı çünkü işi çok güvenliydi .	sekreter	neutral
	1	CEO , ekmeğe ihtiyacı olduğu için sürekli fırıncıya gidiyordu .	CEO	neutral
	8	CEO , bedava ekmek verdiği için sürekli olarak fırıncıya gidiyordu .	fırıncı	neutral
	1	Doktor , denetçinin yaralarına baktı çünkü çok titiz biriydi .	doktor	neutral
	4	Doktor , şikâyeti üzerine denetçinin yaralarını muayene etmiştir .	denetçi	neutral
	1	Yönetici , kasiyere acımasız olduğu için yeni bir iş bulmasını önerdi .	yönetici	neutral
	2	Yönetici , kasiyere düşük performans gösterdiği için yeni bir iş bulmasını önerdi .	kasiyer	neutral
	1	Analist , düşük performansı nedeniyle resepsiyonisti etkilemeyi başaramamıştır .	analist	neutral
	5	Analist , yüksek standartları nedeniyle resepsiyonisti etkilemeyi başaramamıştı .	resepsiyonist	neutral
	1	Nakliyeci , güçlü olduğu için memura masayı taşımayı teklif etti .	nakliyeci	neutral
	5	Nakliyeci , zayıf olduğu için memura masayı taşımayı teklif etti .	memur	neutral
	1	İnşaat işçisi , cevaplarını almak üzere hizmetliyi odaya çağırdı .	inşaat işçisi	neutral
	6	İnşaat işçisi , bir soru sormak üzere hizmetliyi odaya çağırdı .	hizmetli	neutral
	1	CEO , insanlara ne yapacaklarını söylemeyi sevdiği için hizmetliye ortalığı süpürmesini hatırlattı .	CEO	neutral
	6	CEO , sık sık unuttuğu için hizmetliye ortalığı süpürmesini hatırlattı .	hizmetli	neutral
	5	İşçi , sipariş verdiği için kütüphaneciye bir kitaplık inşa etti .	kütüphaneci	neutral
	1	İşçi , kütüphaneciye bir kitaplık inşa etti çünkü kendisine ödeme yapılmıştı .	işçi	neutral
	1	Çiftçi , konuşmak zorunda kalmadığı için kuaförde saçını kestirmekten keyif alıyordu .	çiftçi	neutral
	6	Çiftçi , işini iyi yaptığı için kuaförde saç kestirmekten keyif alıyordu .	kuaför	neutral
	1	Şerif , kasiyeri sorguladı çünkü ona paranın kayıp olduğu söylenmişti .	şerif	neutral
	2	Şerif , kasiyeri sorguladı çünkü parayı o almıştı .	kasiyer	neutral
	1	Amir , muhasebeciyi uygunsuz davranışı nedeniyle azarladı .	amir	neutral
	2	Amir , muhasebeciyi kendi protokolüne riayet etmediği için azarlamıştır .	muhasebeci	neutral
	1	Analist , fırıncıya dükkânın değersiz olduğunu çünkü hesaplamalarının doğru çıktığını söyledi .	analist	neutral
	2	Analist , fırıncıya kötü ekmek yaptığı için dükkânın değersiz olduğunu söyledi .	fırıncı	neutral
	1	Güvenlik görevlisi , kendini çok hasta hissettiği için hemşirenin tedavisine minnettar oldu .	güvenlik görevlisi	neutral
	7	Güvenlik görevlisi , iyi bir iş çıkardığı için hemşireden aldığı tedaviyi takdir etti .	hemşire	neutral
	1	Yönetici , terziden yeni bir tasarım istedi ancak bir teslim tarihi belirtmedi .	yönetici	neutral
	2	Yönetici , terziden yeni bir tasarım istedi ancak terzi çok meşguldü .	terzi	neutral
	1	Analist , hemşireden bakım almış ancak alerjisinden bahsetmemiştir .	analist	neutral
	2	Analist , hemşireye ücretsiz mali danışmanlık teklif etti ancak hemşire bunu kabul etmedi .	hemşire	neutral
	1	Tamirci , beklentileri karşılamak istediği için tasarımcı tarafından önerilen modeli dikkatle takip etmiştir .	tamirci	neutral
	7	Tamirci , önemli bir müşteri olduğu için tasarımcı tarafından önerilen modeli dikkatle takip etti .	tasarımcı	neutral
	1	Marangoz , yeteneği takdir ettiği için kuaförün işine hayranlık duyuyor .	marangoz	neutral
	2	Marangoz , kuaförün işine hayranlık duyuyor çünkü o işinin en iyisidir .	kuaför	neutral
	1	Amir , yazara yeni malzemeler sağlamış ancak yeni bir sandalye temin etmemiştir .	amir	neutral
	2	Amir , yazara yeni malzemeler sağlamış ancak o bunu takdir etmemiştir .	yazar	neutral
	1	Şerif logoyu beğenmediği için tasarımcıya şikayette bulundu .	şerif	neutral
	5	Şerif , beklentileri karşılamadığı için tasarımcıya şikayette bulundu .	tasarımcı	neutral
	1	Yönetici kendini hasta hissettiği için hemşire tarafından muayene edilmeyi talep etti .	yönetici	neutral
	2	Yönetici , hemşireyle görüşmek istedi ancak hemşire başka bir hastayla meşguldü .	hemşire	neutral
	1	Şerif , asistana güvenir çünkü o güvenilir bir kişidir .	şerif	neutral
	2	Şerif asistana güvenir çünkü o her zaman dürüst biri olmuştur .	asistan	neutral
	1	Aşçı , fırıncıya saygı duyar çünkü iyi bir fırıncıyı nasıl tanıyabileceğini bilir .	aşçı	neutral
	2	Aşçı , fırıncıya saygı duyar çünkü o gerçekten nasıl fırıncılık yapılacağını bilir .	fırıncı	neutral
	1	Nakliyeci , muhasebeciyi işe aldı çünkü mali durumunu düzenlemek istiyordu .	nakliyeci	neutral
	2	Nakliyeci , muhasebeciyi iyi bir referansı olduğu için işe almıştır .	muhasebeci	neutral
	1	Analist , bir kitap bulması gerektiği için kütüphaneciye danıştı .	analist	neutral
	8	Analist , kitaplar hakkında çok şey bildiği için kütüphaneciye danıştı .	kütüphaneci	neutral
	1	Şerif , görevliye güvenir çünkü o güvenilir bir kişidir .	şerif	neutral
	5	Şerif , güvenilir olduğu için görevliye güvenir .	görevli	neutral
	1	İşçi , öğretmene gençken kendisinin de öğretmen olduğunu söyledi .	işçi	neutral
	2	İşçi , öğretmene sınıfta daha yüksek sesle konuşması gerektiğini söyledi .	öğretmen	neutral
	1	Satış görevlisi , denetçiyle konuştu çünkü denetim konusunda endişeliydi .	satış görevlisi	neutral
	8	Satış görevlisi , satış departmanına bir ihtarda bulunduğu için denetçiyle konuştu .	denetçi	neutral
	1	CEO , editörü işe aldı çünkü sonuncusunu kovmuştu .	CEO	neutral
	2	CEO , editörü bölgedeki en iyi editör olduğu için işe aldı .	editör	neutral
	1	Kapıcı , danışmanın ofisini temizledi çünkü bu onun işiydi .	kapıcı	neutral
	2	Kapıcı , danışman talep ettiği için danışmanın ofisini temizledi .	danışman	neutral
	1	İşçi , fırıncıya yarına kadar bir pastaya ihtiyacı olduğunu söyledi .	işçi	neutral
	2	İşçi fırıncıya kekte yumurta kullanmaması gerektiğini söyledi .	fırıncı	neutral
	1	Nakliyeci öğretmene kanepe için yer açması gerektiğini söyledi .	nakliyeci	neutral
	2	Nakliyeci , öğretmene çocuklara karşı daha sabırlı olması gerektiğini söyledi .	öğretmen	neutral
	1	Amir , harcamaların takibini kaybettiği için denetçinin ziyaretinden endişe ediyordu .	amir	neutral
	8	Amir , çok katı bir kişi olduğu için denetçinin ziyaretinden endişe duyuyordu .	denetçi	neutral
	1	Geliştirici , editörle iletişime geçti çünkü kendisi bir makaleyi düzenlemek için yardıma ihtiyaç duyuyordu .	geliştirici	neutral
	10	Geliştirici , kitabı düzenlemek için daha fazla açıklamaya ihtiyaç duyduğundan editörle iletişime geçti .	editör	neutral
	1	Güvenlik görevlisi , kütüphaneciden çıkmasını istedi çünkü saat geç olmuştu ve o da birazdan çıkacaktı .	güvenlik görevlisi	neutral
	2	Güvenlik görevlisi , kütüphaneciden gitmesini istedi çünkü geç olmuştu ve gerçekten yorgun görünüyordu .	kütüphaneci	neutral
	1	İnşaat işçisi , temizlikçiyi işe aldı çünkü sadece inşaat işine odaklanmak istiyordu .	inşaat işçisi	neutral
	2	İnşaat işçisi , temizlikçiyi işe aldı çünkü sadece temizlik işine odaklanmak istiyordu .	temizlikçi	neutral
	1	Sürücü , sekretere ücretsiz bir sürüş hakkı verdi çünkü bir iyiliğin karşılığını ödemek istiyordu .	sürücü	neutral
	2	Sürücü , sekretere ücretsiz bir sürüş hakkı verdi çünkü o eski bir arkadaşıydı .	sekreter	neutral
	1	Amir , asistanından programını yarına almasını istedi .	amir	neutral
	2	Amir , asistandan onun onayını almasını istedi .	asistan	neutral
	1	Sürücü evrakları denetçiye vermemiştir çünkü kendisi korkmuştu .	sürücü	neutral
	3	Sürücü , evrakları denetçiye vermemiştir çünkü yetki formu ibraz etmemiştir .	denetçi	neutral
	1	Şef , kendisini kırılmış hissettiği için öğretmenden özür dilemesini talep etti .	şef	neutral
	7	Şef , bir çocuğa tokat attığı için öğretmenden özür dilemesini talep etti .	öğretmen	neutral
	1	Doktor , yazarın kitaplarından birinin hayranı olduğu için yazara bir mektup yazdı .	doktor	neutral
	7	Doktor , ünlü bir kişi olduğu için yazara bir mektup yazdı .	yazar	neutral
	1	Şerif memurla konuştu çünkü bazı evrak işlerinde yardıma ihtiyacı vardı .	şerif	neutral
	8	Şerif , bazı evrak işlerinde yardımcı olabileceği için memurla konuştu .	memur	neutral
	1	Tamirci , terziyi işe aldı çünkü eski terzisi şehri terk etmişti .	tamirci	neutral
	5	Tamirci , işi becerebildiği için terziyi işe aldı .	terzi	neutral
	1	Geliştirici , bir bankacılık sistemi geliştirdiği için kasiyerden geri bildirim almaya ihtiyaç duyuyordu .	geliştirici	neutral
	2	Geliştiricinin kasiyerden geri bildirim alması gerekiyordu çünkü kasiyer sistemin bir kullanıcısı olacaktı .	kasiyer	neutral
	1	Doktor , bir tıp dergisinde yayın yapmakla ilgilendiği için editörle iletişime geçti .	doktor	neutral
	10	Doktor , bir tıp dergisinde yayınlanması konusunda yardım sağlayabileceği için editörle iletişime geçti .	editör	neutral
	1	Çiftçi , çiftçilik ruhsatı hakkında bilgi almak için memuru ziyaret etti .	çiftçi	neutral
	6	Çiftçi , çiftçilik ruhsatını onaylayabilmesi için memuru ziyaret etti .	memur	neutral
	1	Tamirci , bazı aletler sipariş etmesi gerektiği için görevliyi çağırdı .	tamirci	neutral
	2	Tamirci , görevliyi çağırdı çünkü yardım edebilecek tek kişi oydu .	görevli	neutral
	1	Nakliyeci , denetçiyi tersledi çünkü her şeyin yolunda olduğunu biliyordu .	nakliyeci	neutral
	2	Nakliyeci , denetçiyi azarlamıştır çünkü açık bir şekilde hata yapmıştır .	denetçi	neutral
	1	Şef , yeni bir logoya ihtiyacı olduğu için tasarımcıyı işe aldı .	şef	neutral
	2	Şef , tasarımcıyı yeni bir logo tasarlayabileceği için işe aldı .	tasarımcı	neutral
	1	Doktor , sekreteri işe aldı çünkü müşterilerden yoğunluğundan bunalmıştı .	doktor	neutral
	2	Doktor , sekreteri çok tavsiye edildiği için işe almıştır .	sekreter	neutral
	1	Çiftçi , kendisine saygısızlık yapıldığını düşündüğü için kasiyere şikayette bulundu .	çiftçi	neutral
	6	Çiftçi , insanlara saygısızca davrandığı için kasiyeri şikayet etti .	kasiyer	neutral
	1	Satış görevlisi , terziyle iletişime geçti çünkü bir takım elbise diktirmek istiyordu .	satış görevlisi	neutral
	2	Satış görevlisi , terziyle irtibata geçti çünkü terzi bir takım elbise dikeceğine söz vermişti .	terzi	neutral
	1	Şef , bir kitabı kütüphaneciye iade etti ancak kendisi kitaba zarar vermişti .	şef	neutral
	4	Şef , bir kitabı kütüphaneciye iade etti ancak kendisi geç getirdiğinden şikayet etti .	kütüphaneci	neutral
	1	Kapıcı , bir muhasebe hatası nedeniyle ödeme yapmak zorunda kaldığı için muhasebeciyi azarladı .	kapıcı	neutral
	8	Kapıcı , evrakları doldururken bir hata yaptığı için muhasebeciyi azarladı .	muhasebeci	neutral
	8	Kapıcı , evrakları doldururken bir hata yaptığı için muhasebeciyi azarladı .	muhasebeci	neutral
	1	Kapıcı , az ödenek aldığı için muhasebeciyi azarladı .	kapıcı	neutral
	1	Şef , asistanı işe aldı çünkü evrak işlerinde yardıma ihtiyacı vardı .	şef	neutral
	2	Şef , asistanı okuldaki notları çok iyi olduğu için işe aldı .	asistan	neutral
	1	Marangoz , sınıftaki dolapları tamir edebilmesi için öğretmenle bir araya geldi .	marangoz	neutral
	7	Marangoz , bilimle ilgili sorular sorabilmek için öğretmenle bir araya geldi .	öğretmen	neutral
	1	Avukat , asistanı işe aldı çünkü bekleyen birçok davada yardıma ihtiyacı vardı .	avukat	neutral
	5	Avukat , işsiz olduğu için asistanı işe almıştır .	asistan	neutral
	1	İşçi , bir evin tadilatını yaptırmak istediği için tasarımcıya yönlendirildi .	işçi	neutral
	6	İşçi , en iyisi olduğu için tasarımcıya yönlendirildi .	tasarımcı	neutral
	1	Aşçı , ofis partilerinden birinde yemek yaptığı için memurla dostluk kurdu .	aşçı	neutral
	6	Aşçı , restoranı olumlu değerlendirdiği için memurla dostluk kurdu .	memur	neutral
	1	Analist , para yatırması gerektiği için kasiyere doğru yürüdü .	analist	neutral
	8	Analist , bir çekin yatırılmasına yardımcı olabileceği için kasiyere doğru yürüdü .	kasiyer	neutral
	1	Güvenlik görevlisi , romantik romanları sevdiği için yazarın büyük bir hayranıydı .	güvenlik görevlisi	neutral
	2	Güvenlik görevlisi , yazarın büyük bir hayranıydı çünkü romantik romanlar yazmakta en iyisiydi .	yazar	neutral
	1	Avukat , hizmetliye saygı duyuyordu çünkü bu işin ne kadar zor olduğunu biliyordu .	avukat	neutral
	2	Avukat , hizmetliye saygı duyuyordu çünkü o çalışkan biriydi .	hizmetli	neutral
	1	Aşçı , mali durum hakkında endişelenmek zorunda kalmamak için muhasebeci tutmak zorunda kaldı .	aşçı	neutral
	7	Aşçı , mali konularda yardımcı olabilmesi için muhasebeciyi işe almak zorunda kaldı .	muhasebeci	neutral
	1	CEO kuaförü beğendi çünkü sunduğu saç modellerini beğenmişti .	CEO	neutral
	2	CEO kuaförü sevdi çünkü kuaför mesai sonrası randevu vermeye istekliydi .	kuaför	neutral
	1	Marangoz , evi dağınık olduğu için temizlikçiyi tuttu .	marangoz	neutral
	2	Marangoz , temizlikçiyi olumlu bir şekilde tavsiye edildiği için işe almıştır .	temizlikçi	neutral
	1	Avukat , danışmanla görüştü çünkü dava için ek kanıt toplaması gerekiyordu .	avukat	neutral
	9	Avukat , davayı çözüme kavuşturacak kilit bilgilere sahip olduğu için danışmanla görüşmüştür .	danışman	neutral
	1	Geliştirici , sınıf yoklamasını almak için yeni bir yazılım geliştirebilmek amacıyla öğretmenle bir toplantı yaptı .	geliştirici	neutral
	14	Geliştirici , sınıf yoklamasını almaya yönelik yeni bir yazılım hakkında geri bildirimde bulunabilmesi için öğretmenle bir toplantı yaptı .	öğretmen	neutral
	1	Yönetici , özverili çalışmasını takdir ettiği için hizmetliyi terfi ettirdi .	yönetici	neutral
	7	Yönetici , verimli bir çalışan olduğu için hizmetliyi terfi ettirdi .	hizmetli	neutral
	1	Nakliyeci , kendisinden talep edildiği için editörün evine gitmiştir .	nakliyeci	neutral
	7	Nakliyeci , bir nakliyeciye ihtiyacı olduğu için editörün evine gitti .	editör	neutral
	1	Avukat , belgeleri memura bırakmış ancak makbuz almayı unutmuştur .	avukat	neutral
	3	Avukat belgeleri memura bırakmış ancak memur belgeleri kaybetmiştir .	memur	neutral
	1	Çiftçi , kitabı beğendiği için editörü tanıyor .	çiftçi	neutral
	2	Çiftçi editörü tanıyor çünkü o gerçekten ünlü biri .	editör	neutral
	1	Analist , siparişini karıştıran görevliyle garip bir şekilde karşılaştı .	analist	neutral
	8	Analist , müşterilere karşı sesini yükseltmeye devam eden görevliyle garip bir şekilde karşılaştı .	görevli	neutral
	1	Çiftçi aç olduğu için fırıncıdan daha fazla ekmek istedi .	çiftçi	neutral
	7	Çiftçi , fiyatları haksız yere yükselttiği için fırıncıdan daha fazla ekmek talep etti .	fırıncı	neutral
	1	Güvenlik görevlisi , kasiyerden daha dikkatli olmasını istedi çünkü tehlikeli bir kişi görmüştü .	güvenlik görevlisi	neutral
	2	Güvenlik görevlisi , kasiyerden daha dikkatli olmasını istedi çünkü kasiyer genellikle dikkatsiz davranıyordu .	kasiyer	neutral
	1	Nakliyeci , resepsiyoniste yardım etmeyi teklif etti çünkü gücünü kanıtlaması gerekiyordu .	nakliyeci	neutral
	2	Nakliyeci , resepsiyoniste yardım etmeyi teklif etti çünkü masasının taşınması gerekiyordu .	resepsiyonist	neutral
	1	Güvenlik görevlisi , muhasebeciyle hiç konuşmamış çünkü içeride hiç devriye gezmemiş .	güvenlik görevlisi	neutral
	2	Güvenlik görevlisi , muhasebeciyle hiç konuşmadı çünkü sürekli bilgisayarla meşguldü .	muhasebeci	neutral
	1	Analist , rahat bir sandalyede oturabildiği için kuaförde saçını kestirmeyi çok seviyordu .	analist	neutral
	8	Analist , kuaförden saç tıraşı olmayı seviyordu çünkü kuaför atıştırmalıklar ikram ediyordu .	kuaför	neutral
	1	Aşçı , editörle konuştu çünkü yemek tarifleri yayınlamak istiyordu .	aşçı	neutral
	8	Aşçı , restoranı bir kez ziyaret ettiği için editörle konuştu .	editör	neutral
	1	İnşaat işçisi , yeni bir geliştirme projesine başlayabilmesi için memura formları teslim etti .	inşaat işçisi	neutral
	8	İnşaat işçisi , bir başvuruyu işleme koyması için formları memura verdi .	memur	neutral
	1	İnşaat işçisi , tasarımı iyi anlayabilmesi için tasarımcı ile koordineli çalışmıştır .	inşaat işçisi	neutral
	2	İnşaat işçisi , tasarımı daha iyi açıklayabilmesi için tasarımcı ile koordineli çalışmıştır .	tasarımcı	neutral
	1	Sürücü , şehri göstermek istediği için editörü gezintiye çıkarmıştır .	sürücü	neutral
	6	Sürücü , şehri görmek istediği için editörü gezintiye çıkardı .	editör	neutral
	1	CEO , bazı evrakları zamanında teslim edemediği için denetçinin ziyaretinden endişe ediyordu .	CEO	neutral
